,region,sector,Carbon Stressor
130,AT,Peat,116793468.6938967
131,AT,Petroleum Coke,1059988.946738308
132,AT,Pigs,517262.1925960378
133,AT,Plant-based fibers,3745765.461727051
134,AT,Plastic waste for treatment: incineration,186008.1109374722
135,AT,Plastic waste for treatment: landfill,13228056.033960676
136,AT,"Plastics, basic",262237.76206669025
137,AT,Post and telecommunication services (64),8325.686138880981
138,AT,Poultry,490286.8247337577
139,AT,Precious metal ores and concentrates,1116957.923533001
140,AT,Precious metals,81076.7430553985
141,AT,Printed matter and recorded media (22),158938.94893176953
142,AT,Private households with employed persons (95),90933.26238007205
143,AT,Processed rice,496195.2357436983
144,AT,"Products of forestry, logging and related services (02)",102512.47515471063
145,AT,Products of meat cattle,68273.14166089454
146,AT,Products of meat pigs,58742.91310035834
147,AT,Products of meat poultry,65581.92993230067
148,AT,Public administration and defence services; compulsory social security services (75),16762.944301253745
149,AT,Pulp,194353.3824663591
150,AT,"Radio, television and communication equipment and apparatus (32)",17790.26107968182
151,AT,Railway transportation services,184648.42067932905
152,AT,Raw milk,4260019.686630741
153,AT,Real estate services (70),19183.002569849396
154,AT,"Recreational, cultural and sporting services (92)",16340.00743192346
155,AT,Refinery Feedstocks,342505.50110320863
156,AT,Refinery Gas,1053913.8823210956
157,AT,Renting services of machinery and equipment without operator and of personal and household goods (71),51412.46343747455
158,AT,Research and development services (73),14220.448785054112
159,AT,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",109330.74934276417
160,AT,Retail trade services of motor fuel,102963.03158359561
161,AT,Rubber and plastic products (25),16285.129603890755
162,AT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",23265.26487221799
163,AT,Sand and clay,514189.3163951761
164,AT,Sea and coastal water transportation services,19246091.89749593
165,AT,Secondary Products,37653.1192699964
166,AT,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
167,AT,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
168,AT,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
169,AT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
170,AT,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
171,AT,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
172,AT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
173,AT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
174,AT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
175,AT,Secondary raw materials,37653.1192699964
176,AT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
177,AT,Semiconductivity Downstream Products,35848.66934189126
178,AT,Semiconductivity Related Products,38373.90267908524
179,AT,Semiconductivity Upstream Products,114071.02859456286
180,AT,Services auxiliary to financial intermediation (67),4380.90787107464
181,AT,Sewage sludge for treatment: biogasification and land application,325840.0234105138
182,AT,Steam and hot water supply services,5261087.000885122
183,AT,Stone,636518.7891800752
184,AT,Sub-Bituminous Coal,12518242.598977348
185,AT,Sugar,75873.29823249209
186,AT,"Sugar cane, sugar beet",1311818.961518752
187,AT,Supporting and auxiliary transport services; travel agency services (63),54576.04434346551
188,AT,Textiles (17),100965.26863308877
189,AT,Textiles waste for treatment: incineration,190284.83015561727
190,AT,Textiles waste for treatment: landfill,39799767.81598622
191,AT,Tobacco products (16),203851.91859338185
192,AT,Transmission services of electricity,53296.242702243755
193,AT,Transportation services via pipelines,990418.7916405037
194,AT,Uranium and thorium ores (12),0.0
195,AT,"Vegetables, fruit, nuts",286423.4578458772
196,AT,Wearing apparel; furs (18),76979.24034916075
197,AT,Wheat,1823568.3205048235
198,AT,White Spirit & SBP,0.0
199,AT,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",67278.50132997763
200,AT,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),40677.202642592485
201,AT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
202,AT,Wood waste for treatment: incineration,47071.07543707447
203,AT,Wood waste for treatment: landfill,24192572.890712366
204,AT,"Wool, silk-worm cocoons",30873.069171416613
205,AT,products of Vegetable oils and fats,35172.335745041244
206,AU,Additives/Blending Components,298470.1038379763
207,AU,Air transport services (62),1226252.8885956418
208,AU,All Products,685606.3439169355
209,AU,Aluminium and aluminium products,1932910.3227545486
210,AU,Aluminium ores and concentrates,1113720.8782419323
211,AU,Animal products nec,807321.5771685529
212,AU,Anthracite,5417123.463666908
213,AU,"Ash for treatment, Re-processing of ash into clinker",0.0
214,AU,Aviation Gasoline,572216.0818852817
215,AU,BKB/Peat Briquettes,5417122.949144297
216,AU,Basic iron and steel and of ferro-alloys and first products thereof,943637.8412698078
217,AU,Beverages,101510.56632164384
218,AU,Biodiesels,250419.91825299704
219,AU,Biogas,221756.13716737644
220,AU,Biogasoline,271439.94955532724
221,AU,Bitumen,8196.388702450808
222,AU,Blast Furnace Gas,221756.13720994905
223,AU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
224,AU,"Bricks, tiles and construction products, in baked clay",628244.380406753
225,AU,Cattle,20481207.819891468
226,AU,"Cement, lime and plaster",1542953.483678776
227,AU,Ceramic goods,1244789.772817183
228,AU,Cereal grains nec,1503140.1221537334
229,AU,Charcoal,0.0
230,AU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",161919.7392875707
231,AU,Chemicals nec,243151.12715446515
232,AU,Coal Tar,40022619.7754047
233,AU,Coke Oven Coke,45096438.587546825
234,AU,Coke oven gas,221756.13917339814
235,AU,Coking Coal,5417122.860468797
236,AU,"Collected and purified water, distribution services of water (41)",114071.8842004057
237,AU,Computer and related services (72),19974.924905947228
238,AU,Construction work (45),130757.81207920417
239,AU,Copper ores and concentrates,62294.79426524134
240,AU,Copper products,382570.4399869456
241,AU,Crops nec,159587.9850405018
242,AU,"Crude petroleum and services related to crude oil extraction, excluding surveying",1186219.806599132
243,AU,Dairy products,50593.84062502221
244,AU,Distribution and trade services of electricity,27062.496061330665
245,AU,Distribution services of gaseous fuels through mains,1536056.124344676
246,AU,Education services (80),7460.721478646874
247,AU,Electrical machinery and apparatus n.e.c. (31),16783.201740936405
248,AU,Electricity by Geothermal,0.0
249,AU,Electricity by biomass and waste,13809.39377980406
250,AU,Electricity by coal,31252480.692105412
251,AU,Electricity by gas,6546408.9253159305
252,AU,Electricity by hydro,1098.4035881554062
253,AU,Electricity by nuclear,0.0
254,AU,Electricity by petroleum and other oil derivatives,8075832.99023259
255,AU,Electricity by solar photovoltaic,3136.2093361652187
256,AU,Electricity by solar thermal,2286.1435393192974
257,AU,"Electricity by tide, wave, ocean",0.0
258,AU,Electricity by wind,1111107.9557659172
259,AU,Electricity nec,2560.5389817820533
260,AU,Ethane,8196.3886900295
261,AU,Extra-territorial organizations and bodies,0.0
262,AU,"Fabricated metal products, except machinery and equipment (28)",64191.5103405819
263,AU,"Financial intermediation services, except insurance and pension funding services (65)",5166.090577077539
264,AU,Fish and other fishing products; services incidental of fishing (05),4256.038264521828
265,AU,Fish products,120802.10517091112
266,AU,Food products nec,82668.39754369459
267,AU,Food waste for treatment: biogasification and land application,5921.353041474905
268,AU,Food waste for treatment: composting and land application,72146.76358143672
269,AU,Food waste for treatment: incineration,0.0
270,AU,Food waste for treatment: landfill,218380315.01087722
271,AU,Food waste for treatment: waste water treatment,25634.099158642966
272,AU,Foundry work services,1295531.9441830618
273,AU,Furniture; other manufactured goods n.e.c. (36),17938.977031318642
274,AU,Gas Coke,0.0
275,AU,Gas Works Gas,221756.13706314232
276,AU,Gas/Diesel Oil,430214.2038386646
277,AU,Gasoline Type Jet Fuel,0.0
278,AU,Glass and glass products,2399050.802714456
279,AU,Health and social work services (85),13776.84023749906
280,AU,Heavy Fuel Oil,545556.0707449934
281,AU,Hotel and restaurant services (55),187891.0494120517
282,AU,Inert/metal/hazardous waste for treatment: landfill,5661.4342867654905
283,AU,Inland water transportation services,18960895.088556036
284,AU,"Insurance and pension funding services, except compulsory social security services (66)",12185.742350561895
285,AU,Intert/metal waste for treatment: incineration,0.0
286,AU,Iron ores,437608.03913590295
287,AU,Kerosene,651783.4847321423
288,AU,Kerosene Type Jet Fuel,404580.4647222098
289,AU,"Lead, zinc and tin and products thereof",424661.73555717926
290,AU,"Lead, zinc and tin ores and concentrates",57641.14204325933
291,AU,Leather and leather products (19),40150.881560178386
292,AU,Lignite/Brown Coal,5417122.885463505
293,AU,Liquefied Petroleum Gases (LPG),421053.85703975527
294,AU,Lubricants,597261.5273856034
295,AU,Machinery and equipment n.e.c. (29),54605.14555825923
296,AU,Manure (biogas treatment),0.0
297,AU,Manure (conventional treatment),0.0
298,AU,Meat animals nec,3908337.3601141945
299,AU,Meat products nec,27272.023351457727
300,AU,"Medical, precision and optical instruments, watches and clocks (33)",82662.34562222136
301,AU,Membership organisation services n.e.c. (91),19807.510970968735
302,AU,Motor Gasoline,435042.9834981846
303,AU,"Motor vehicles, trailers and semi-trailers (34)",13286.621440074154
304,AU,N-fertiliser,3080003.996743613
305,AU,Naphtha,573199.2220930773
306,AU,Natural Gas Liquids,1231535.96334061
307,AU,"Natural gas and services related to natural gas extraction, excluding surveying",1231535.9618765346
308,AU,Nickel ores and concentrates,50210.15434207431
309,AU,Non Secondary Products,684289.1111802177
310,AU,Non-specified Petroleum Products,18346.384274623393
311,AU,Nuclear fuel,157795.50511975112
312,AU,Office machinery and computers (30),97124.70482150406
313,AU,Oil seeds,597326.6374451469
314,AU,Oil/hazardous waste for treatment: incineration,0.0
315,AU,Other Bituminous Coal,5417122.856348008
316,AU,Other Hydrocarbons,0.0
317,AU,Other Liquid Biofuels,0.0
318,AU,Other business services (74),14151.289534281108
319,AU,Other land transportation services,61179.788922707005
320,AU,Other non-ferrous metal ores and concentrates,182133.20545798988
321,AU,Other non-ferrous metal products,409673.7899215045
322,AU,Other non-metallic mineral products,511100.6448270876
323,AU,Other services (93),6995.504544498834
324,AU,Other transport equipment (35),50558.04733335068
325,AU,Other waste for treatment: waste water treatment,1291540.9900717377
326,AU,Oxygen Steel Furnace Gas,0.0
327,AU,P- and other fertiliser,489320.95312607987
328,AU,Paddy rice,12013777.942206688
329,AU,Paper and paper products,233298.28144003006
330,AU,Paper and wood waste for treatment: composting and land application,8718.570692880068
331,AU,Paper for treatment: landfill,190052108.74992457
332,AU,Paper waste for treatment: biogasification and land application,6480.702321553714
333,AU,Paper waste for treatment: incineration,0.0
334,AU,Paraffin Waxes,608530.833583835
335,AU,Patent Fuel,0.0
336,AU,Peat,51749.12530525418
337,AU,Petroleum Coke,381341.5327288252
338,AU,Pigs,1178995.1559682344
339,AU,Plant-based fibers,803562.7960316598
340,AU,Plastic waste for treatment: incineration,0.0
341,AU,Plastic waste for treatment: landfill,28176366.23995702
342,AU,"Plastics, basic",991176.5289145303
343,AU,Post and telecommunication services (64),28801.905965972663
344,AU,Poultry,2858240.720566899
345,AU,Precious metal ores and concentrates,81627.12242727251
346,AU,Precious metals,485987.89961254766
347,AU,Printed matter and recorded media (22),96505.11920172106
348,AU,Private households with employed persons (95),15213.451133535158
349,AU,Processed rice,75223.13012928225
350,AU,"Products of forestry, logging and related services (02)",388747.76505075034
351,AU,Products of meat cattle,27763.897960550377
352,AU,Products of meat pigs,90495.737111971
353,AU,Products of meat poultry,165513.86890128898
354,AU,Public administration and defence services; compulsory social security services (75),7354.337878988701
355,AU,Pulp,113872.47727629112
356,AU,"Radio, television and communication equipment and apparatus (32)",229420.4657082864
357,AU,Railway transportation services,367012.4110098817
358,AU,Raw milk,7749903.593014105
359,AU,Real estate services (70),34367.48588234959
360,AU,"Recreational, cultural and sporting services (92)",7203.583658939778
361,AU,Refinery Feedstocks,499012.417616004
362,AU,Refinery Gas,420027.15333798726
363,AU,Renting services of machinery and equipment without operator and of personal and household goods (71),42328.87280289386
364,AU,Research and development services (73),37508.87066662279
365,AU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",14150.42923272006
366,AU,Retail trade services of motor fuel,24011.731490620255
367,AU,Rubber and plastic products (25),27112.69303482305
368,AU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",6672.677653636724
369,AU,Sand and clay,1148826.7888485114
370,AU,Sea and coastal water transportation services,1706300.8960836558
371,AU,Secondary Products,6389829.466560583
372,AU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
373,AU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
374,AU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
375,AU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
376,AU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
377,AU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
378,AU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
379,AU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
380,AU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
381,AU,Secondary raw materials,6389829.466560583
382,AU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
383,AU,Semiconductivity Downstream Products,64682.3267336322
384,AU,Semiconductivity Related Products,136064.21599441912
385,AU,Semiconductivity Upstream Products,408538.70221620065
386,AU,Services auxiliary to financial intermediation (67),4063.8754297482396
387,AU,Sewage sludge for treatment: biogasification and land application,17792.03360302207
388,AU,Steam and hot water supply services,0.0
389,AU,Stone,395417.883234937
390,AU,Sub-Bituminous Coal,5417122.85778149
391,AU,Sugar,50905.042649594325
392,AU,"Sugar cane, sugar beet",1430805.8988478747
393,AU,Supporting and auxiliary transport services; travel agency services (63),18861.03524007077
394,AU,Textiles (17),128868.3080003662
395,AU,Textiles waste for treatment: incineration,0.0
396,AU,Textiles waste for treatment: landfill,51727048.94827793
397,AU,Tobacco products (16),1851278.733833774
398,AU,Transmission services of electricity,51318.64055789197
399,AU,Transportation services via pipelines,3426159.3295288184
400,AU,Uranium and thorium ores (12),339308.4625980147
401,AU,"Vegetables, fruit, nuts",1371823.506924706
402,AU,Wearing apparel; furs (18),43160.50567699427
403,AU,Wheat,3199927.89971754
404,AU,White Spirit & SBP,411472.7284323658
405,AU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",16130.952373234519
406,AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),35062.048477957134
407,AU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
408,AU,Wood waste for treatment: incineration,0.0
409,AU,Wood waste for treatment: landfill,22198063.71794111
410,AU,"Wool, silk-worm cocoons",95069503.0034406
411,AU,products of Vegetable oils and fats,216910.97756792876
412,BE,Additives/Blending Components,2839589.7475260943
413,BE,Air transport services (62),1430271.196107876
414,BE,All Products,215308.27960375437
415,BE,Aluminium and aluminium products,52522.68087855083
416,BE,Aluminium ores and concentrates,522416.4246109568
417,BE,Animal products nec,3345658.988073224
418,BE,Anthracite,55451037920.799995
419,BE,"Ash for treatment, Re-processing of ash into clinker",0.0
420,BE,Aviation Gasoline,27430.491355249847
421,BE,BKB/Peat Briquettes,8442582657.7699995
422,BE,Basic iron and steel and of ferro-alloys and first products thereof,1975289.5709587752
423,BE,Beverages,101942.09133675978
424,BE,Biodiesels,283376.0607602739
425,BE,Biogas,563288.1435400739
426,BE,Biogasoline,34499.90968846522
427,BE,Bitumen,378526.4228026257
428,BE,Blast Furnace Gas,534414.8949603124
429,BE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
430,BE,"Bricks, tiles and construction products, in baked clay",530680.8214584094
431,BE,Cattle,8641575.388179727
432,BE,"Cement, lime and plaster",1622042.7064128942
433,BE,Ceramic goods,614546.5196812093
434,BE,Cereal grains nec,1543655.7562626756
435,BE,Charcoal,340557.4323310483
436,BE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1147240.2989013756
437,BE,Chemicals nec,257445.3638591787
438,BE,Coal Tar,27430.344371029525
439,BE,Coke Oven Coke,3075612.562183776
440,BE,Coke oven gas,572100.478965851
441,BE,Coking Coal,2852706.930042151
442,BE,"Collected and purified water, distribution services of water (41)",27031.738522403823
443,BE,Computer and related services (72),70028.640462619
444,BE,Construction work (45),20584.533112571233
445,BE,Copper ores and concentrates,341405.7161642578
446,BE,Copper products,43425.58545716853
447,BE,Crops nec,722976.6574009662
448,BE,"Crude petroleum and services related to crude oil extraction, excluding surveying",10427115.799922654
449,BE,Dairy products,43831.4537882276
450,BE,Distribution and trade services of electricity,50002.556904629266
451,BE,Distribution services of gaseous fuels through mains,577247.521756104
452,BE,Education services (80),23457.687588571232
453,BE,Electrical machinery and apparatus n.e.c. (31),47109.258795323614
454,BE,Electricity by Geothermal,37998.46893968999
455,BE,Electricity by biomass and waste,7301642.576078006
456,BE,Electricity by coal,19633136.4705209
457,BE,Electricity by gas,9011176.79434135
458,BE,Electricity by hydro,145235.38389169905
459,BE,Electricity by nuclear,1220.3037688515467
460,BE,Electricity by petroleum and other oil derivatives,5360292.188401466
461,BE,Electricity by solar photovoltaic,89849.58529004335
462,BE,Electricity by solar thermal,10405.75290538719
463,BE,"Electricity by tide, wave, ocean",263420527433.02
464,BE,Electricity by wind,194701705.6385026
465,BE,Electricity nec,342153.5050786428
466,BE,Ethane,17557.90663986756
467,BE,Extra-territorial organizations and bodies,0.0
468,BE,"Fabricated metal products, except machinery and equipment (28)",93922.76954160031
469,BE,"Financial intermediation services, except insurance and pension funding services (65)",17788.10161774561
470,BE,Fish and other fishing products; services incidental of fishing (05),22103.064033794795
471,BE,Fish products,154608.74242382718
472,BE,Food products nec,55149.58574641352
473,BE,Food waste for treatment: biogasification and land application,31108.811784757047
474,BE,Food waste for treatment: composting and land application,156216.15179652316
475,BE,Food waste for treatment: incineration,44040.09330653766
476,BE,Food waste for treatment: landfill,45853594.116509795
477,BE,Food waste for treatment: waste water treatment,719673.1141361924
478,BE,Foundry work services,1103749.8789491653
479,BE,Furniture; other manufactured goods n.e.c. (36),569334.6372199978
480,BE,Gas Coke,1874.1745871599999
481,BE,Gas Works Gas,245641.72231360327
482,BE,Gas/Diesel Oil,378317.64670628106
483,BE,Gasoline Type Jet Fuel,1411699.59233
484,BE,Glass and glass products,474557.3450013939
485,BE,Health and social work services (85),31419.636722268897
486,BE,Heavy Fuel Oil,379131.3281900554
487,BE,Hotel and restaurant services (55),27036.0697633343
488,BE,Inert/metal/hazardous waste for treatment: landfill,36058.74525670556
489,BE,Inland water transportation services,1307364.5752661976
490,BE,"Insurance and pension funding services, except compulsory social security services (66)",15386.102752325098
491,BE,Intert/metal waste for treatment: incineration,527335.7630015026
492,BE,Iron ores,713696.2589636219
493,BE,Kerosene,379310.7713454878
494,BE,Kerosene Type Jet Fuel,381005.72501896805
495,BE,"Lead, zinc and tin and products thereof",66193.52143190044
496,BE,"Lead, zinc and tin ores and concentrates",2920423.9523988063
497,BE,Leather and leather products (19),89755.49973814574
498,BE,Lignite/Brown Coal,21580.702149070945
499,BE,Liquefied Petroleum Gases (LPG),379988.0791777677
500,BE,Lubricants,48950.716066878595
501,BE,Machinery and equipment n.e.c. (29),63970.09583873805
502,BE,Manure (biogas treatment),0.0
503,BE,Manure (conventional treatment),0.0
504,BE,Meat animals nec,3682460.616446454
505,BE,Meat products nec,37142.19665095786
506,BE,"Medical, precision and optical instruments, watches and clocks (33)",101509.44033088203
507,BE,Membership organisation services n.e.c. (91),32497.70849423807
508,BE,Motor Gasoline,380920.4115086305
509,BE,"Motor vehicles, trailers and semi-trailers (34)",31033.36143144495
510,BE,N-fertiliser,404216.5598037517
511,BE,Naphtha,375353.7814785237
512,BE,Natural Gas Liquids,2705146.2396699996
513,BE,"Natural gas and services related to natural gas extraction, excluding surveying",10427097.872459717
514,BE,Nickel ores and concentrates,3177343.9503432363
515,BE,Non Secondary Products,214958.0852456968
516,BE,Non-specified Petroleum Products,379555.9914283834
517,BE,Nuclear fuel,655.1493360458941
518,BE,Office machinery and computers (30),55760.46626655671
519,BE,Oil seeds,17736965.049122747
520,BE,Oil/hazardous waste for treatment: incineration,547726.3066093905
521,BE,Other Bituminous Coal,2852693.44251752
522,BE,Other Hydrocarbons,58483396.71219999
523,BE,Other Liquid Biofuels,284295.74733044056
524,BE,Other business services (74),26163.256773673736
525,BE,Other land transportation services,61608.19040962042
526,BE,Other non-ferrous metal ores and concentrates,64415.52887188357
527,BE,Other non-ferrous metal products,41377.71074439366
528,BE,Other non-metallic mineral products,687368.8554443512
529,BE,Other services (93),35679.354416760216
530,BE,Other transport equipment (35),412573.0083614694
531,BE,Other waste for treatment: waste water treatment,795572.5925171019
532,BE,Oxygen Steel Furnace Gas,236069.61381687896
533,BE,P- and other fertiliser,472616.513812714
534,BE,Paddy rice,10406858.281827446
535,BE,Paper and paper products,57821.98243061804
536,BE,Paper and wood waste for treatment: composting and land application,7585.677432922414
537,BE,Paper for treatment: landfill,11829173.52873216
538,BE,Paper waste for treatment: biogasification and land application,29639.50553863453
539,BE,Paper waste for treatment: incineration,38322.46873412598
540,BE,Paraffin Waxes,27436.70591428026
541,BE,Patent Fuel,24853.79987540229
542,BE,Peat,957272739.857
