,region,sector,Carbon Stressor
80,AT,Iron ores,569491.9449060516
81,AT,Kerosene,820227.9240300056
82,AT,Kerosene Type Jet Fuel,821318.8371488197
83,AT,"Lead, zinc and tin and products thereof",45418.36906661019
84,AT,"Lead, zinc and tin ores and concentrates",11577727.2601
85,AT,Leather and leather products (19),7617.039530343651
86,AT,Lignite/Brown Coal,14389236478.5
87,AT,Liquefied Petroleum Gases (LPG),821244.0040213688
88,AT,Lubricants,821216.5180552657
89,AT,Machinery and equipment n.e.c. (29),26440.96257506915
90,AT,Manure (biogas treatment),0.0
91,AT,Manure (conventional treatment),0.0
92,AT,Meat animals nec,5239058.8716976065
93,AT,Meat products nec,54075.85227156603
94,AT,"Medical, precision and optical instruments, watches and clocks (33)",81877.3244074329
95,AT,Membership organisation services n.e.c. (91),56775.64613186352
96,AT,Motor Gasoline,821304.3429894478
97,AT,"Motor vehicles, trailers and semi-trailers (34)",10122.869529452291
98,AT,N-fertiliser,2010731.3058398056
99,AT,Naphtha,824828.2823987704
100,AT,Natural Gas Liquids,5744697.239537765
101,AT,"Natural gas and services related to natural gas extraction, excluding surveying",5744491.306732496
102,AT,Nickel ores and concentrates,1934678.416550544
103,AT,Non Secondary Products,150115.3358877707
104,AT,Non-specified Petroleum Products,822514.9075469893
105,AT,Nuclear fuel,25444411.38377791
106,AT,Office machinery and computers (30),27146.63793565341
107,AT,Oil seeds,1052853.4456602724
108,AT,Oil/hazardous waste for treatment: incineration,189544.85867916068
109,AT,Other Bituminous Coal,65334634456.7
110,AT,Other Hydrocarbons,34015384.4137
111,AT,Other Liquid Biofuels,706318.6056174415
112,AT,Other business services (74),48565.417078328304
113,AT,Other land transportation services,49018.250350413
114,AT,Other non-ferrous metal ores and concentrates,73615.76309969914
115,AT,Other non-ferrous metal products,40184.981751728556
116,AT,Other non-metallic mineral products,453123.3730361239
117,AT,Other services (93),37834.331622360936
118,AT,Other transport equipment (35),20577.10524115529
119,AT,Other waste for treatment: waste water treatment,1636426.9234451405
120,AT,Oxygen Steel Furnace Gas,7231529.545489999
121,AT,P- and other fertiliser,1829744.8827219515
122,AT,Paddy rice,85986.98006239999
123,AT,Paper and paper products,223349.77105458788
124,AT,Paper and wood waste for treatment: composting and land application,3129474.6771997656
125,AT,Paper for treatment: landfill,48819284.60666248
126,AT,Paper waste for treatment: biogasification and land application,145330.62567090683
127,AT,Paper waste for treatment: incineration,105113.65114985428
128,AT,Paraffin Waxes,7372263.72129
129,AT,Patent Fuel,2573676768.77
130,AT,Peat,19156648.369954463
131,AT,Petroleum Coke,4156481.4873105153
132,AT,Pigs,560630.0256756063
133,AT,Plant-based fibers,319859.22967877635
134,AT,Plastic waste for treatment: incineration,223808.88902870024
135,AT,Plastic waste for treatment: landfill,9160447.569267765
136,AT,"Plastics, basic",240591.31620437567
137,AT,Post and telecommunication services (64),8756.482700310466
138,AT,Poultry,489512.8129503625
139,AT,Precious metal ores and concentrates,1934678.4517593305
140,AT,Precious metals,108316.92148187193
141,AT,Printed matter and recorded media (22),174735.678794658
142,AT,Private households with employed persons (95),14443.289493344031
143,AT,Processed rice,661806.984708316
144,AT,"Products of forestry, logging and related services (02)",156458.57538346815
145,AT,Products of meat cattle,58416.594822473
146,AT,Products of meat pigs,54035.158382293346
147,AT,Products of meat poultry,56312.5653037068
148,AT,Public administration and defence services; compulsory social security services (75),22418.730677230484
149,AT,Pulp,149950.90122101287
150,AT,"Radio, television and communication equipment and apparatus (32)",15810.232325325273
151,AT,Railway transportation services,226016.05199112397
152,AT,Raw milk,3871787.4484667717
153,AT,Real estate services (70),19966.406089042568
154,AT,"Recreational, cultural and sporting services (92)",19931.2625983414
155,AT,Refinery Feedstocks,2590844.80033835
156,AT,Refinery Gas,830581.1978119281
157,AT,Renting services of machinery and equipment without operator and of personal and household goods (71),47409.01803226066
158,AT,Research and development services (73),49363.295082991586
159,AT,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",157460.03829838664
160,AT,Retail trade services of motor fuel,161388.70939247732
161,AT,Rubber and plastic products (25),18428.43561500352
162,AT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",24018.13871683736
163,AT,Sand and clay,527110.8416813588
164,AT,Sea and coastal water transportation services,21801901.22031067
165,AT,Secondary Products,50772.82299037205
166,AT,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
167,AT,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
168,AT,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
169,AT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
170,AT,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
171,AT,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
172,AT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
173,AT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
174,AT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
175,AT,Secondary raw materials,50772.82299037205
176,AT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
177,AT,Semiconductivity Downstream Products,36692.91821327248
178,AT,Semiconductivity Related Products,38067.37835714053
179,AT,Semiconductivity Upstream Products,89724.03422635877
180,AT,Services auxiliary to financial intermediation (67),7663.90976006274
181,AT,Sewage sludge for treatment: biogasification and land application,108379.74624762249
182,AT,Steam and hot water supply services,4741183.8905262705
183,AT,Stone,545983.8657644901
184,AT,Sub-Bituminous Coal,3959870375.5199995
185,AT,Sugar,72325.4593850558
186,AT,"Sugar cane, sugar beet",1410250.3611733217
187,AT,Supporting and auxiliary transport services; travel agency services (63),47058.5986162662
188,AT,Textiles (17),64395.39003877372
189,AT,Textiles waste for treatment: incineration,627653.853639926
190,AT,Textiles waste for treatment: landfill,26443846.427042663
191,AT,Tobacco products (16),149435.72972270168
192,AT,Transmission services of electricity,43619.67256009637
193,AT,Transportation services via pipelines,1068775.806533415
194,AT,Uranium and thorium ores (12),3033678.35682
195,AT,"Vegetables, fruit, nuts",357153.7116068652
196,AT,Wearing apparel; furs (18),72567.18778076714
197,AT,Wheat,1747106.1660834795
198,AT,White Spirit & SBP,9816851.99602
199,AT,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",89753.52112168264
200,AT,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),51824.28173347591
201,AT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
202,AT,Wood waste for treatment: incineration,386853.58920426364
203,AT,Wood waste for treatment: landfill,17196590.15110392
204,AT,"Wool, silk-worm cocoons",28865.60834839856
205,AT,products of Vegetable oils and fats,24696.75455818833
206,AU,Additives/Blending Components,392082.80663772835
207,AU,Air transport services (62),1285345.7543136058
208,AU,All Products,489780.6720414694
209,AU,Aluminium and aluminium products,1086035.506921125
210,AU,Aluminium ores and concentrates,509502.3725591094
211,AU,Animal products nec,493740.79352913174
212,AU,Anthracite,4661892.849965153
213,AU,"Ash for treatment, Re-processing of ash into clinker",0.0
214,AU,Aviation Gasoline,388796.67267856316
215,AU,BKB/Peat Briquettes,4661892.7750416165
216,AU,Basic iron and steel and of ferro-alloys and first products thereof,496727.6424557396
217,AU,Beverages,95029.88128720525
218,AU,Biodiesels,319304.29339692957
219,AU,Biogas,3059289.5981177073
220,AU,Biogasoline,331483.55452020484
221,AU,Bitumen,44823.77049002622
222,AU,Blast Furnace Gas,3059289.5984913763
223,AU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
224,AU,"Bricks, tiles and construction products, in baked clay",773463.2699600912
225,AU,Cattle,13383442.12199602
226,AU,"Cement, lime and plaster",1293813.189074625
227,AU,Ceramic goods,1414664.7314594286
228,AU,Cereal grains nec,1157690.5280947923
229,AU,Charcoal,0.0
230,AU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",185014.19637282562
231,AU,Chemicals nec,324798.29990436026
232,AU,Coal Tar,15417614.34556499
233,AU,Coke Oven Coke,13752787.736514756
234,AU,Coke oven gas,3059289.6094330633
235,AU,Coking Coal,4661892.719313786
236,AU,"Collected and purified water, distribution services of water (41)",13623.76459947176
237,AU,Computer and related services (72),15919.297785658395
238,AU,Construction work (45),73132.53345592062
239,AU,Copper ores and concentrates,38762.134512443554
240,AU,Copper products,326196.82439684746
241,AU,Crops nec,130556.4792788831
242,AU,"Crude petroleum and services related to crude oil extraction, excluding surveying",961310.9390594676
243,AU,Dairy products,49441.74813414864
244,AU,Distribution and trade services of electricity,123914.36523680016
245,AU,Distribution services of gaseous fuels through mains,5333388.2380267205
246,AU,Education services (80),6153.090515307959
247,AU,Electrical machinery and apparatus n.e.c. (31),15749.209190790996
248,AU,Electricity by Geothermal,0.0
249,AU,Electricity by biomass and waste,5633705.931899422
250,AU,Electricity by coal,19707374.37827489
251,AU,Electricity by gas,5480047.67559761
252,AU,Electricity by hydro,8088.317285921454
253,AU,Electricity by nuclear,0.0
254,AU,Electricity by petroleum and other oil derivatives,14766939.33528311
255,AU,Electricity by solar photovoltaic,9554.838602963675
256,AU,Electricity by solar thermal,2814.3561742490688
257,AU,"Electricity by tide, wave, ocean",0.0
258,AU,Electricity by wind,297510.09402679413
259,AU,Electricity nec,5778.4311948803725
260,AU,Ethane,125715.07568600797
261,AU,Extra-territorial organizations and bodies,0.0
262,AU,"Fabricated metal products, except machinery and equipment (28)",98201.82011832113
263,AU,"Financial intermediation services, except insurance and pension funding services (65)",3114.70837015755
264,AU,Fish and other fishing products; services incidental of fishing (05),8245.667863216515
265,AU,Fish products,114164.48302724036
266,AU,Food products nec,73961.97468768744
267,AU,Food waste for treatment: biogasification and land application,5621.146198873389
268,AU,Food waste for treatment: composting and land application,26728.572759475486
269,AU,Food waste for treatment: incineration,0.0
270,AU,Food waste for treatment: landfill,116986978.68632063
271,AU,Food waste for treatment: waste water treatment,30846.142138846157
272,AU,Foundry work services,469359.8067796203
273,AU,Furniture; other manufactured goods n.e.c. (36),26744.67701508654
274,AU,Gas Coke,0.0
275,AU,Gas Works Gas,3059289.5970807634
276,AU,Gas/Diesel Oil,307392.8786855547
277,AU,Gasoline Type Jet Fuel,0.0
278,AU,Glass and glass products,1631131.7957721571
279,AU,Health and social work services (85),10916.721634656411
280,AU,Heavy Fuel Oil,270387.1255413055
281,AU,Hotel and restaurant services (55),185907.8182601764
282,AU,Inert/metal/hazardous waste for treatment: landfill,9682.0045319056
283,AU,Inland water transportation services,15794119.013836948
284,AU,"Insurance and pension funding services, except compulsory social security services (66)",11667.528225433052
285,AU,Intert/metal waste for treatment: incineration,0.0
286,AU,Iron ores,204951.61379005574
287,AU,Kerosene,406375.07024807826
288,AU,Kerosene Type Jet Fuel,292529.37209190754
289,AU,"Lead, zinc and tin and products thereof",331477.6477768714
290,AU,"Lead, zinc and tin ores and concentrates",5178.092765116619
291,AU,Leather and leather products (19),18186.000665875934
292,AU,Lignite/Brown Coal,4661892.733874529
293,AU,Liquefied Petroleum Gases (LPG),294281.1067753711
294,AU,Lubricants,394750.5796661351
295,AU,Machinery and equipment n.e.c. (29),142834.83701502346
296,AU,Manure (biogas treatment),0.0
297,AU,Manure (conventional treatment),0.0
298,AU,Meat animals nec,2462673.3729919516
299,AU,Meat products nec,24096.09769618971
300,AU,"Medical, precision and optical instruments, watches and clocks (33)",97968.69832958667
301,AU,Membership organisation services n.e.c. (91),17294.22413970738
302,AU,Motor Gasoline,312752.74457659665
303,AU,"Motor vehicles, trailers and semi-trailers (34)",13074.58084842321
304,AU,N-fertiliser,880733.4808657385
305,AU,Naphtha,405956.7619352956
306,AU,Natural Gas Liquids,1540395.9046665928
307,AU,"Natural gas and services related to natural gas extraction, excluding surveying",1540395.9030854055
308,AU,Nickel ores and concentrates,10277.629423637232
309,AU,Non Secondary Products,488506.78316398396
310,AU,Non-specified Petroleum Products,319403.5651875335
311,AU,Nuclear fuel,210125.51500742353
312,AU,Office machinery and computers (30),80687.22157202738
313,AU,Oil seeds,386589.23142566276
314,AU,Oil/hazardous waste for treatment: incineration,0.0
315,AU,Other Bituminous Coal,4661892.715344187
316,AU,Other Hydrocarbons,0.0
317,AU,Other Liquid Biofuels,0.0
318,AU,Other business services (74),10597.643752337633
319,AU,Other land transportation services,63987.149338062656
320,AU,Other non-ferrous metal ores and concentrates,130886.03095566676
321,AU,Other non-ferrous metal products,415308.1314074199
322,AU,Other non-metallic mineral products,674991.5244967688
323,AU,Other services (93),6838.4231397653575
324,AU,Other transport equipment (35),57054.81060336842
325,AU,Other waste for treatment: waste water treatment,1393254.4940612891
326,AU,Oxygen Steel Furnace Gas,0.0
327,AU,P- and other fertiliser,342521.7235271156
328,AU,Paddy rice,4485541.649434804
329,AU,Paper and paper products,157027.2718558386
330,AU,Paper and wood waste for treatment: composting and land application,8353.753130397487
331,AU,Paper for treatment: landfill,91282659.08627571
332,AU,Paper waste for treatment: biogasification and land application,5010.324555171841
333,AU,Paper waste for treatment: incineration,0.0
334,AU,Paraffin Waxes,372257.5573210707
335,AU,Patent Fuel,0.0
336,AU,Peat,0.0
337,AU,Petroleum Coke,406778.18608210527
338,AU,Pigs,696646.1840133604
339,AU,Plant-based fibers,362708.5896976077
340,AU,Plastic waste for treatment: incineration,0.0
341,AU,Plastic waste for treatment: landfill,10638896.472532555
342,AU,"Plastics, basic",140393.2210923633
343,AU,Post and telecommunication services (64),28761.508940169155
344,AU,Poultry,1839509.5630221795
345,AU,Precious metal ores and concentrates,15604.16543356689
346,AU,Precious metals,447646.51846481534
347,AU,Printed matter and recorded media (22),64525.0674967877
348,AU,Private households with employed persons (95),9662.178670502208
349,AU,Processed rice,93436.7933780047
350,AU,"Products of forestry, logging and related services (02)",690275.8976882099
351,AU,Products of meat cattle,29472.18417744695
352,AU,Products of meat pigs,83523.88278622316
353,AU,Products of meat poultry,148316.91386827163
354,AU,Public administration and defence services; compulsory social security services (75),5273.832374767517
355,AU,Pulp,189818.78674408197
356,AU,"Radio, television and communication equipment and apparatus (32)",306343.2091072791
357,AU,Railway transportation services,308237.6148998774
358,AU,Raw milk,4858911.655227628
359,AU,Real estate services (70),29934.76733861251
360,AU,"Recreational, cultural and sporting services (92)",5105.174955661494
361,AU,Refinery Feedstocks,325212.43832744926
362,AU,Refinery Gas,14083.599288079911
363,AU,Renting services of machinery and equipment without operator and of personal and household goods (71),34123.240015889096
364,AU,Research and development services (73),30257.826102698167
365,AU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",12085.45193889891
366,AU,Retail trade services of motor fuel,32703.62870870078
367,AU,Rubber and plastic products (25),40818.33012767173
368,AU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",8405.230853656267
369,AU,Sand and clay,1117499.1811194809
370,AU,Sea and coastal water transportation services,1663016.265885886
371,AU,Secondary Products,6145969.249025159
372,AU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
373,AU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
374,AU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
375,AU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
376,AU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
377,AU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
378,AU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
379,AU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
380,AU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
381,AU,Secondary raw materials,6145969.249025159
382,AU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
383,AU,Semiconductivity Downstream Products,68710.08731437997
384,AU,Semiconductivity Related Products,145327.881429442
385,AU,Semiconductivity Upstream Products,358714.67024150566
386,AU,Services auxiliary to financial intermediation (67),3240.804050056839
387,AU,Sewage sludge for treatment: biogasification and land application,12951.778096038608
388,AU,Steam and hot water supply services,0.0
389,AU,Stone,267287.31784419506
390,AU,Sub-Bituminous Coal,4661892.711428713
391,AU,Sugar,36521.694758230355
392,AU,"Sugar cane, sugar beet",940720.458886709
393,AU,Supporting and auxiliary transport services; travel agency services (63),19316.075737008847
394,AU,Textiles (17),79885.3600713014
395,AU,Textiles waste for treatment: incineration,0.0
396,AU,Textiles waste for treatment: landfill,31575547.140117545
397,AU,Tobacco products (16),106021.1143983264
398,AU,Transmission services of electricity,8218.627767385668
399,AU,Transportation services via pipelines,3018801.139598327
400,AU,Uranium and thorium ores (12),337892.2213262561
401,AU,"Vegetables, fruit, nuts",989380.6980816837
402,AU,Wearing apparel; furs (18),75987.92725404674
403,AU,Wheat,1980832.502688589
404,AU,White Spirit & SBP,35399.30042038239
405,AU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",10472.671807698849
406,AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),34775.534806500254
407,AU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
408,AU,Wood waste for treatment: incineration,0.0
409,AU,Wood waste for treatment: landfill,13877288.926785452
410,AU,"Wool, silk-worm cocoons",54879787.81344126
411,AU,products of Vegetable oils and fats,139156.17457865988
412,BE,Additives/Blending Components,711053.2254180342
413,BE,Air transport services (62),969583.2773473163
414,BE,All Products,170870.90822295359
415,BE,Aluminium and aluminium products,80361.075910984
416,BE,Aluminium ores and concentrates,5087957.497244742
417,BE,Animal products nec,3204197.200152719
418,BE,Anthracite,1.18230694008e+16
419,BE,"Ash for treatment, Re-processing of ash into clinker",0.0
420,BE,Aviation Gasoline,90223278.33390029
421,BE,BKB/Peat Briquettes,1632105747220000.0
422,BE,Basic iron and steel and of ferro-alloys and first products thereof,1021659.2374514618
423,BE,Beverages,86714.56046409185
424,BE,Biodiesels,446382.9634539431
425,BE,Biogas,490443.65315006225
426,BE,Biogasoline,871377650.5898012
427,BE,Bitumen,352545.0840213255
428,BE,Blast Furnace Gas,472652.5973277347
429,BE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
430,BE,"Bricks, tiles and construction products, in baked clay",671235.7948973526
431,BE,Cattle,7420910.0593913365
432,BE,"Cement, lime and plaster",1465171.6031603476
433,BE,Ceramic goods,692844.7449080528
434,BE,Cereal grains nec,1905050.4305523804
435,BE,Charcoal,95977.42942241415
436,BE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",762055.4528522274
437,BE,Chemicals nec,418411.1305934318
438,BE,Coal Tar,102644.23046361112
439,BE,Coke Oven Coke,3690584.232694466
440,BE,Coke oven gas,473208.22666575335
441,BE,Coking Coal,11621874.709030692
442,BE,"Collected and purified water, distribution services of water (41)",59165.63461097079
443,BE,Computer and related services (72),65127.95929145499
444,BE,Construction work (45),22999.834266261543
445,BE,Copper ores and concentrates,682378.32587137
446,BE,Copper products,49396.94648841558
447,BE,Crops nec,971935.1683745051
448,BE,"Crude petroleum and services related to crude oil extraction, excluding surveying",2.05963571077e+18
449,BE,Dairy products,59479.34203385811
450,BE,Distribution and trade services of electricity,52526.23434636776
451,BE,Distribution services of gaseous fuels through mains,445713.82040187257
452,BE,Education services (80),38840.62315945242
453,BE,Electrical machinery and apparatus n.e.c. (31),40843.631243607146
454,BE,Electricity by Geothermal,26865934.923523333
455,BE,Electricity by biomass and waste,5140597.731960533
456,BE,Electricity by coal,14346433.628335172
457,BE,Electricity by gas,8569650.075766562
458,BE,Electricity by hydro,222093.3953169943
459,BE,Electricity by nuclear,591.2199167075609
460,BE,Electricity by petroleum and other oil derivatives,14146072.848526599
461,BE,Electricity by solar photovoltaic,278124.8962013724
462,BE,Electricity by solar thermal,10590633785098.047
463,BE,"Electricity by tide, wave, ocean",3305620154.951456
464,BE,Electricity by wind,69012804.8454806
465,BE,Electricity nec,469938.79616853036
466,BE,Ethane,1465174.2336280863
467,BE,Extra-territorial organizations and bodies,0.0
468,BE,"Fabricated metal products, except machinery and equipment (28)",52766.03670677102
469,BE,"Financial intermediation services, except insurance and pension funding services (65)",23001.998524556988
470,BE,Fish and other fishing products; services incidental of fishing (05),206656.32135342553
471,BE,Fish products,100492.42006992087
472,BE,Food products nec,57010.02934545817
473,BE,Food waste for treatment: biogasification and land application,87608.92316643019
474,BE,Food waste for treatment: composting and land application,97258.6715700882
475,BE,Food waste for treatment: incineration,61768.468775428606
476,BE,Food waste for treatment: landfill,40042008.10829414
477,BE,Food waste for treatment: waste water treatment,1480019.7587816855
478,BE,Foundry work services,796334.370351929
479,BE,Furniture; other manufactured goods n.e.c. (36),145055.643201381
480,BE,Gas Coke,8058389026369.999
481,BE,Gas Works Gas,207178815.44886956
482,BE,Gas/Diesel Oil,366592.1289691569
483,BE,Gasoline Type Jet Fuel,455110183924000.0
484,BE,Glass and glass products,337020.6396857597
485,BE,Health and social work services (85),29919.228573051565
486,BE,Heavy Fuel Oil,481579.9451923952
487,BE,Hotel and restaurant services (55),21784.70347354509
488,BE,Inert/metal/hazardous waste for treatment: landfill,48069.95098149702
489,BE,Inland water transportation services,1215011.8732533273
490,BE,"Insurance and pension funding services, except compulsory social security services (66)",14835.149827724217
491,BE,Intert/metal waste for treatment: incineration,58679.33722509158
492,BE,Iron ores,5886201.776955392
493,BE,Kerosene,2491572.0167192332
494,BE,Kerosene Type Jet Fuel,470214.44276430755
495,BE,"Lead, zinc and tin and products thereof",85796.08857140598
496,BE,"Lead, zinc and tin ores and concentrates",8494684.464933516
497,BE,Leather and leather products (19),32201.860063782464
498,BE,Lignite/Brown Coal,1.2556403134099998e+16
499,BE,Liquefied Petroleum Gases (LPG),684589.2543298124
500,BE,Lubricants,2442494.4464661675
501,BE,Machinery and equipment n.e.c. (29),34536.59527794043
502,BE,Manure (biogas treatment),0.0
503,BE,Manure (conventional treatment),0.0
504,BE,Meat animals nec,3822698.4722905587
505,BE,Meat products nec,46548.853999565166
506,BE,"Medical, precision and optical instruments, watches and clocks (33)",103553.7364020165
507,BE,Membership organisation services n.e.c. (91),28771.188745472955
508,BE,Motor Gasoline,358383.774428018
509,BE,"Motor vehicles, trailers and semi-trailers (34)",30677.903416954017
510,BE,N-fertiliser,534433.7499583273
511,BE,Naphtha,453734.580596778
512,BE,Natural Gas Liquids,3.55773748176e+17
513,BE,"Natural gas and services related to natural gas extraction, excluding surveying",1.12682709423e+18
514,BE,Nickel ores and concentrates,5120116.96150577
515,BE,Non Secondary Products,170490.92409189072
516,BE,Non-specified Petroleum Products,276009.94290218316
517,BE,Nuclear fuel,20356.26858256737
518,BE,Office machinery and computers (30),33322.01802945342
519,BE,Oil seeds,17627058.767326012
520,BE,Oil/hazardous waste for treatment: incineration,62446.075168453106
521,BE,Other Bituminous Coal,13149149.463120999
522,BE,Other Hydrocarbons,571739122.5176786
523,BE,Other Liquid Biofuels,433266.8504854685
524,BE,Other business services (74),25808.249817271473
525,BE,Other land transportation services,32373.546724909364
526,BE,Other non-ferrous metal ores and concentrates,139686.3388069978
527,BE,Other non-ferrous metal products,46533.57294845528
528,BE,Other non-metallic mineral products,453746.7627747152
529,BE,Other services (93),42379.27535280462
530,BE,Other transport equipment (35),389542.4907706385
531,BE,Other waste for treatment: waste water treatment,1550975.8218589644
532,BE,Oxygen Steel Furnace Gas,21873413031.289215
533,BE,P- and other fertiliser,500687.4970299613
534,BE,Paddy rice,36667.90049230314
535,BE,Paper and paper products,56015.494842471955
536,BE,Paper and wood waste for treatment: composting and land application,14962706205300.0
537,BE,Paper for treatment: landfill,10137810.78696049
538,BE,Paper waste for treatment: biogasification and land application,57828.87892968766
539,BE,Paper waste for treatment: incineration,62745.14060217082
