,region,sector,Carbon Stressor
162,AT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",9808.747859092418
163,AT,Sand and clay,1558904.688798816
164,AT,Sea and coastal water transportation services,11583401.466672255
165,AT,Secondary Products,70540.39053302798
166,AT,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
167,AT,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
168,AT,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
169,AT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
170,AT,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
171,AT,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
172,AT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
173,AT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
174,AT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
175,AT,Secondary raw materials,70540.39053302798
176,AT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
177,AT,Semiconductivity Downstream Products,45608.22222875048
178,AT,Semiconductivity Related Products,46971.92823079691
179,AT,Semiconductivity Upstream Products,94546.98507686365
180,AT,Services auxiliary to financial intermediation (67),3604.518222179123
181,AT,Sewage sludge for treatment: biogasification and land application,69562.72056968107
182,AT,Steam and hot water supply services,2409581.058740835
183,AT,Stone,1928860.6454771168
184,AT,Sub-Bituminous Coal,125553.56535139943
185,AT,Sugar,95674.22161785772
186,AT,"Sugar cane, sugar beet",1852256.8427911447
187,AT,Supporting and auxiliary transport services; travel agency services (63),45622.129052844895
188,AT,Textiles (17),41455.85887898513
189,AT,Textiles waste for treatment: incineration,477251.5138016376
190,AT,Textiles waste for treatment: landfill,14948371.334249713
191,AT,Tobacco products (16),116601.19905271701
192,AT,Transmission services of electricity,41413.84950624394
193,AT,Transportation services via pipelines,1169101.4507634256
194,AT,Uranium and thorium ores (12),1953108.0024599999
195,AT,"Vegetables, fruit, nuts",216516.2515740078
196,AT,Wearing apparel; furs (18),38641.94434962804
197,AT,Wheat,1636302.6599756547
198,AT,White Spirit & SBP,612580.2202928417
199,AT,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",55936.405965816186
200,AT,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),53677.790257135726
201,AT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
202,AT,Wood waste for treatment: incineration,85751.87545928222
203,AT,Wood waste for treatment: landfill,9459318.093866425
204,AT,"Wool, silk-worm cocoons",72060.94885538463
205,AT,products of Vegetable oils and fats,77868.22665593639
206,AU,Additives/Blending Components,288972.01055382594
207,AU,Air transport services (62),1398316.6556276288
208,AU,All Products,280863.50604633434
209,AU,Aluminium and aluminium products,761919.4605668712
210,AU,Aluminium ores and concentrates,534375.7566258555
211,AU,Animal products nec,331984.7840991696
212,AU,Anthracite,1970181.4291621614
213,AU,"Ash for treatment, Re-processing of ash into clinker",0.0
214,AU,Aviation Gasoline,259242.8622630561
215,AU,BKB/Peat Briquettes,1970181.4184933933
216,AU,Basic iron and steel and of ferro-alloys and first products thereof,136249.50969583725
217,AU,Beverages,57043.86414863065
218,AU,Biodiesels,235084.0809313702
219,AU,Biogas,1491592.6072237457
220,AU,Biogasoline,263481.4013303453
221,AU,Bitumen,251301.15403531984
222,AU,Blast Furnace Gas,1491592.4482691349
223,AU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
224,AU,"Bricks, tiles and construction products, in baked clay",539546.335165574
225,AU,Cattle,8628882.65754906
226,AU,"Cement, lime and plaster",893367.8145258907
227,AU,Ceramic goods,850183.8194543065
228,AU,Cereal grains nec,542355.6840625257
229,AU,Charcoal,0.0
230,AU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",90953.0380804057
231,AU,Chemicals nec,213506.09734456433
232,AU,Coal Tar,3580313.8997047744
233,AU,Coke Oven Coke,4929679.731917386
234,AU,Coke oven gas,1491592.4525698214
235,AU,Coking Coal,1970181.402617828
236,AU,"Collected and purified water, distribution services of water (41)",1314.674458809514
237,AU,Computer and related services (72),15904.947092072629
238,AU,Construction work (45),47825.291019123244
239,AU,Copper ores and concentrates,26542.645559774734
240,AU,Copper products,230073.6396252429
241,AU,Crops nec,108998.3024642355
242,AU,"Crude petroleum and services related to crude oil extraction, excluding surveying",606699.8108895792
243,AU,Dairy products,83066.61665273792
244,AU,Distribution and trade services of electricity,654.183294577974
245,AU,Distribution services of gaseous fuels through mains,1491592.4485490026
246,AU,Education services (80),3174.9766094453407
247,AU,Electrical machinery and apparatus n.e.c. (31),3868.6599258597275
248,AU,Electricity by Geothermal,271447.8446652518
249,AU,Electricity by biomass and waste,5857343.116630124
250,AU,Electricity by coal,9525050.401536549
251,AU,Electricity by gas,5821957.073311712
252,AU,Electricity by hydro,12426.71302487327
253,AU,Electricity by nuclear,140288.66644434317
254,AU,Electricity by petroleum and other oil derivatives,2729216.911473899
255,AU,Electricity by solar photovoltaic,5476.8249055596
256,AU,Electricity by solar thermal,7799.051492390175
257,AU,"Electricity by tide, wave, ocean",171974.887622212
258,AU,Electricity by wind,95801.52014186536
259,AU,Electricity nec,21645.117954245503
260,AU,Ethane,338004.53246829496
261,AU,Extra-territorial organizations and bodies,0.0
262,AU,"Fabricated metal products, except machinery and equipment (28)",13432.80201568286
263,AU,"Financial intermediation services, except insurance and pension funding services (65)",3288.1165574705105
264,AU,Fish and other fishing products; services incidental of fishing (05),4166.354026805183
265,AU,Fish products,829487.5347626589
266,AU,Food products nec,65718.25527332521
267,AU,Food waste for treatment: biogasification and land application,6056.358249531259
268,AU,Food waste for treatment: composting and land application,13799.842421571906
269,AU,Food waste for treatment: incineration,0.0
270,AU,Food waste for treatment: landfill,36058842.145102546
271,AU,Food waste for treatment: waste water treatment,19977.618443618783
272,AU,Foundry work services,74958.79228267995
273,AU,Furniture; other manufactured goods n.e.c. (36),31534.92696620327
274,AU,Gas Coke,0.0
275,AU,Gas Works Gas,1491592.4470728133
276,AU,Gas/Diesel Oil,300403.96284536226
277,AU,Gasoline Type Jet Fuel,0.0
278,AU,Glass and glass products,1793660.345747968
279,AU,Health and social work services (85),6890.635371629416
280,AU,Heavy Fuel Oil,312652.3487542464
281,AU,Hotel and restaurant services (55),127566.959171732
282,AU,Inert/metal/hazardous waste for treatment: landfill,24744.417141215952
283,AU,Inland water transportation services,9922330.227334075
284,AU,"Insurance and pension funding services, except compulsory social security services (66)",6221.518681138931
285,AU,Intert/metal waste for treatment: incineration,0.0
286,AU,Iron ores,191884.5861843356
287,AU,Kerosene,344971.86277500144
288,AU,Kerosene Type Jet Fuel,291988.7337642952
289,AU,"Lead, zinc and tin and products thereof",314878.30644960154
290,AU,"Lead, zinc and tin ores and concentrates",39550.304478282414
291,AU,Leather and leather products (19),8001.743716624849
292,AU,Lignite/Brown Coal,1970181.4040586955
293,AU,Liquefied Petroleum Gases (LPG),298140.3719324609
294,AU,Lubricants,380131.05906153534
295,AU,Machinery and equipment n.e.c. (29),20718.474499679895
296,AU,Manure (biogas treatment),0.0
297,AU,Manure (conventional treatment),0.0
298,AU,Meat animals nec,1423464.8274069687
299,AU,Meat products nec,79593.13347959242
300,AU,"Medical, precision and optical instruments, watches and clocks (33)",96529.2728101074
301,AU,Membership organisation services n.e.c. (91),2890.306921128788
302,AU,Motor Gasoline,297999.7348895349
303,AU,"Motor vehicles, trailers and semi-trailers (34)",6749.369618989983
304,AU,N-fertiliser,31861.17975079901
305,AU,Naphtha,263595.5145159214
306,AU,Natural Gas Liquids,1551614.6216700273
307,AU,"Natural gas and services related to natural gas extraction, excluding surveying",1551614.6218066139
308,AU,Nickel ores and concentrates,12799.907768065554
309,AU,Non Secondary Products,279776.8391422811
310,AU,Non-specified Petroleum Products,305322.04536022915
311,AU,Nuclear fuel,202996.02652605122
312,AU,Office machinery and computers (30),88631.07267967568
313,AU,Oil seeds,368352.603270436
314,AU,Oil/hazardous waste for treatment: incineration,0.0
315,AU,Other Bituminous Coal,1970181.4015287457
316,AU,Other Hydrocarbons,42908167.50623755
317,AU,Other Liquid Biofuels,0.0
318,AU,Other business services (74),47597.87643370156
319,AU,Other land transportation services,61034.266298560455
320,AU,Other non-ferrous metal ores and concentrates,117706.16005702755
321,AU,Other non-ferrous metal products,324299.7421261629
322,AU,Other non-metallic mineral products,282833.206929515
323,AU,Other services (93),3584.7026010000627
324,AU,Other transport equipment (35),212303.156880768
325,AU,Other waste for treatment: waste water treatment,893965.1680784175
326,AU,Oxygen Steel Furnace Gas,0.0
327,AU,P- and other fertiliser,208098.66416936956
328,AU,Paddy rice,3625961.6343249134
329,AU,Paper and paper products,73522.15742669655
330,AU,Paper and wood waste for treatment: composting and land application,5500.769056666261
331,AU,Paper for treatment: landfill,29965890.585349757
332,AU,Paper waste for treatment: biogasification and land application,5114.117148104823
333,AU,Paper waste for treatment: incineration,0.0
334,AU,Paraffin Waxes,320023.80631794763
335,AU,Patent Fuel,0.0
336,AU,Peat,0.0
337,AU,Petroleum Coke,344177.15308422054
338,AU,Pigs,419378.86307723116
339,AU,Plant-based fibers,410086.5870937445
340,AU,Plastic waste for treatment: incineration,0.0
341,AU,Plastic waste for treatment: landfill,2743831.5722898915
342,AU,"Plastics, basic",259903.81247475772
343,AU,Post and telecommunication services (64),19300.81995992977
344,AU,Poultry,1525615.8195381204
345,AU,Precious metal ores and concentrates,20405.888144330922
346,AU,Precious metals,266233.32445556676
347,AU,Printed matter and recorded media (22),36443.143287550585
348,AU,Private households with employed persons (95),3535.5380342109725
349,AU,Processed rice,77621.5866552544
350,AU,"Products of forestry, logging and related services (02)",203827.00271423653
351,AU,Products of meat cattle,53887.90326382412
352,AU,Products of meat pigs,106377.37220094273
353,AU,Products of meat poultry,201449.90857474064
354,AU,Public administration and defence services; compulsory social security services (75),6387.957541604594
355,AU,Pulp,496776.68578805
356,AU,"Radio, television and communication equipment and apparatus (32)",333757.9608824419
357,AU,Railway transportation services,267354.50276974525
358,AU,Raw milk,2952515.461278639
359,AU,Real estate services (70),29901.29175466858
360,AU,"Recreational, cultural and sporting services (92)",2585.0474479646127
361,AU,Refinery Feedstocks,312719.4570464915
362,AU,Refinery Gas,266028.6580031796
363,AU,Renting services of machinery and equipment without operator and of personal and household goods (71),78524.9298669979
364,AU,Research and development services (73),88428.54252423842
365,AU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",10852.941613171388
366,AU,Retail trade services of motor fuel,25262.407164932276
367,AU,Rubber and plastic products (25),643.1036960527542
368,AU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",4471.874481172114
369,AU,Sand and clay,555747.7075059647
370,AU,Sea and coastal water transportation services,987752.176618716
371,AU,Secondary Products,5996610.570550567
372,AU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
373,AU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
374,AU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
375,AU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
376,AU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
377,AU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
378,AU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
379,AU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
380,AU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
381,AU,Secondary raw materials,5996610.570550567
382,AU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
383,AU,Semiconductivity Downstream Products,65723.62380235457
384,AU,Semiconductivity Related Products,114401.13901708604
385,AU,Semiconductivity Upstream Products,226582.84875602025
386,AU,Services auxiliary to financial intermediation (67),4159.983055588897
387,AU,Sewage sludge for treatment: biogasification and land application,4183.124439831912
388,AU,Steam and hot water supply services,0.0
389,AU,Stone,189206.0144187691
390,AU,Sub-Bituminous Coal,1970181.3997130734
391,AU,Sugar,21629.410086672662
392,AU,"Sugar cane, sugar beet",479416.52973136614
393,AU,Supporting and auxiliary transport services; travel agency services (63),19431.87876619324
394,AU,Textiles (17),45614.84463442284
395,AU,Textiles waste for treatment: incineration,0.0
396,AU,Textiles waste for treatment: landfill,7944495.684061402
397,AU,Tobacco products (16),49073.57276797696
398,AU,Transmission services of electricity,108.99591999113221
399,AU,Transportation services via pipelines,862547.231383094
400,AU,Uranium and thorium ores (12),125799.63003117326
401,AU,"Vegetables, fruit, nuts",720548.6980715455
402,AU,Wearing apparel; furs (18),78087.5934998965
403,AU,Wheat,1143642.050633391
404,AU,White Spirit & SBP,266870.3556820793
405,AU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",6232.069707302549
406,AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),19062.031785033916
407,AU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
408,AU,Wood waste for treatment: incineration,0.0
409,AU,Wood waste for treatment: landfill,2532202.4083744655
410,AU,"Wool, silk-worm cocoons",28804936.31850729
411,AU,products of Vegetable oils and fats,3487.1096367955356
412,BE,Additives/Blending Components,1226421.7783515335
413,BE,Air transport services (62),670504.2145181375
414,BE,All Products,118354.43954998888
415,BE,Aluminium and aluminium products,28472.12507085238
416,BE,Aluminium ores and concentrates,16459.141321797073
417,BE,Animal products nec,2667735.3329033
418,BE,Anthracite,5716937685549999.0
419,BE,"Ash for treatment, Re-processing of ash into clinker",0.0
420,BE,Aviation Gasoline,5229726.881140411
421,BE,BKB/Peat Briquettes,612277011104000.0
422,BE,Basic iron and steel and of ferro-alloys and first products thereof,422658.6426749824
423,BE,Beverages,52837.10936675591
424,BE,Biodiesels,337246.3925617836
425,BE,Biogas,1043044.7227156182
426,BE,Biogasoline,3312818.63455649
427,BE,Bitumen,259568.23382855704
428,BE,Blast Furnace Gas,679923.1946834115
429,BE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
430,BE,"Bricks, tiles and construction products, in baked clay",475860.77233469003
431,BE,Cattle,5530357.6975954175
432,BE,"Cement, lime and plaster",1229662.8870832848
433,BE,Ceramic goods,624031.9806216991
434,BE,Cereal grains nec,2107602.324286663
435,BE,Charcoal,72574.80286620479
436,BE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",434906.306379028
437,BE,Chemicals nec,395612.8422710467
438,BE,Coal Tar,488955.39124074206
439,BE,Coke Oven Coke,1649046.7511305742
440,BE,Coke oven gas,634911.9570005656
441,BE,Coking Coal,3376963.30810432
442,BE,"Collected and purified water, distribution services of water (41)",41227.899860431644
443,BE,Computer and related services (72),47112.16194531886
444,BE,Construction work (45),9693.022448578773
445,BE,Copper ores and concentrates,36045.04603832409
446,BE,Copper products,21086.42366440378
447,BE,Crops nec,291848.2955544745
448,BE,"Crude petroleum and services related to crude oil extraction, excluding surveying",2.3679756962199997e+18
449,BE,Dairy products,60112.49134064547
450,BE,Distribution and trade services of electricity,56297.026899452954
451,BE,Distribution services of gaseous fuels through mains,739403.390985149
452,BE,Education services (80),12948.767667089336
453,BE,Electrical machinery and apparatus n.e.c. (31),48162.741589933816
454,BE,Electricity by Geothermal,1443567.0423129762
455,BE,Electricity by biomass and waste,2350185.1195813073
456,BE,Electricity by coal,4070041.812591837
457,BE,Electricity by gas,4223021.381063216
458,BE,Electricity by hydro,518833.2501187323
459,BE,Electricity by nuclear,14160.272650145293
460,BE,Electricity by petroleum and other oil derivatives,895152.4958964748
461,BE,Electricity by solar photovoltaic,315119.50324135897
462,BE,Electricity by solar thermal,2763803.7063418953
463,BE,"Electricity by tide, wave, ocean",22415627.661387768
464,BE,Electricity by wind,22459930.87096017
465,BE,Electricity nec,436541.91166509746
466,BE,Ethane,2563914.4783472726
467,BE,Extra-territorial organizations and bodies,0.0
468,BE,"Fabricated metal products, except machinery and equipment (28)",32684.135577587116
469,BE,"Financial intermediation services, except insurance and pension funding services (65)",13814.688688425054
470,BE,Fish and other fishing products; services incidental of fishing (05),332471.05280138546
471,BE,Fish products,65539.23068496161
472,BE,Food products nec,55464.47449282441
473,BE,Food waste for treatment: biogasification and land application,34007.42187448696
474,BE,Food waste for treatment: composting and land application,86259.16793441662
475,BE,Food waste for treatment: incineration,43658.312178476146
476,BE,Food waste for treatment: landfill,9447685.19984599
477,BE,Food waste for treatment: waste water treatment,515839.22076141933
478,BE,Foundry work services,267107.316889689
479,BE,Furniture; other manufactured goods n.e.c. (36),163664.9280134758
480,BE,Gas Coke,10922114109599.998
481,BE,Gas Works Gas,14854985.15586409
482,BE,Gas/Diesel Oil,294105.7951868812
483,BE,Gasoline Type Jet Fuel,290595725329.29913
484,BE,Glass and glass products,545038.322805018
485,BE,Health and social work services (85),16036.081197166654
486,BE,Heavy Fuel Oil,316160.9774916107
487,BE,Hotel and restaurant services (55),13225.04656434256
488,BE,Inert/metal/hazardous waste for treatment: landfill,33795.02477994598
489,BE,Inland water transportation services,653255.9569971788
490,BE,"Insurance and pension funding services, except compulsory social security services (66)",11754.327780520545
491,BE,Intert/metal waste for treatment: incineration,108832.12447421644
492,BE,Iron ores,8288937.70170265
493,BE,Kerosene,1461666.1610541334
494,BE,Kerosene Type Jet Fuel,293319.13485788385
495,BE,"Lead, zinc and tin and products thereof",70350.9474968256
496,BE,"Lead, zinc and tin ores and concentrates",1109438.7585546975
497,BE,Leather and leather products (19),22519.023320492106
498,BE,Lignite/Brown Coal,5462806.649523804
499,BE,Liquefied Petroleum Gases (LPG),553835.7156024859
500,BE,Lubricants,1135622.20528894
501,BE,Machinery and equipment n.e.c. (29),17885.247775734602
502,BE,Manure (biogas treatment),0.0
503,BE,Manure (conventional treatment),0.0
504,BE,Meat animals nec,3208683.0721363993
505,BE,Meat products nec,51506.857267195686
506,BE,"Medical, precision and optical instruments, watches and clocks (33)",94835.3855343288
507,BE,Membership organisation services n.e.c. (91),24948.238703926254
508,BE,Motor Gasoline,291713.95171987906
509,BE,"Motor vehicles, trailers and semi-trailers (34)",15809.882027192547
510,BE,N-fertiliser,435469.1588082617
511,BE,Naphtha,334636.02748755075
512,BE,Natural Gas Liquids,3.7049982184799994e+17
513,BE,"Natural gas and services related to natural gas extraction, excluding surveying",1.21095280518e+18
514,BE,Nickel ores and concentrates,24198.264301683434
515,BE,Non Secondary Products,118006.01586368386
516,BE,Non-specified Petroleum Products,223929.89586641119
517,BE,Nuclear fuel,50023.23617020574
518,BE,Office machinery and computers (30),49274.73394546823
519,BE,Oil seeds,11079395.144645581
520,BE,Oil/hazardous waste for treatment: incineration,91170.44620846518
521,BE,Other Bituminous Coal,3345307.3287417265
522,BE,Other Hydrocarbons,853010707199999.9
523,BE,Other Liquid Biofuels,348373.7047764232
524,BE,Other business services (74),27279.95513535737
525,BE,Other land transportation services,19485.620169911344
526,BE,Other non-ferrous metal ores and concentrates,15309.864417379937
527,BE,Other non-ferrous metal products,19925.885112130618
528,BE,Other non-metallic mineral products,358733.71464646206
529,BE,Other services (93),30191.501513255305
530,BE,Other transport equipment (35),359650.8391451681
531,BE,Other waste for treatment: waste water treatment,519808.184850678
532,BE,Oxygen Steel Furnace Gas,4006133.5895072278
533,BE,P- and other fertiliser,459919.39416071307
534,BE,Paddy rice,40704.14787847355
535,BE,Paper and paper products,60272.832679040825
536,BE,Paper and wood waste for treatment: composting and land application,13512.601442833191
537,BE,Paper for treatment: landfill,2325161.0357211553
538,BE,Paper waste for treatment: biogasification and land application,10406.865982384108
